timestamp,voltage,current,active_power,energy_consumption,power_factor,temperature,humidity,light_intensity,building_type,occupancy_level,operational_schedule,electricity_tariff,appliance_category,demand_kWh
1782992501,239.08,18.77,3455.82,2308.49,0.86,28.0,59.7,910,Residential,83,Nighttime,Standard,Machinery,931.0500000000001
1782997661,234.0,15.77,2586.35,1730.27,0.9,28.0,70.2,841,Commercial,25,24/7,Off-Peak,Computers,1386.0
1783002821,226.65,13.36,2761.91,1850.48,0.9,33.8,82.4,229,Industrial,22,Nighttime,Peak,Lighting,1084.2
1783007981,226.31,2.87,511.97,343.53,0.85,27.9,72.7,189,Residential,7,Nighttime,Peak,Machinery,729.0
1783013141,217.24,2.79,580.64,390.19,0.8,32.9,59.0,844,Commercial,36,24/7,Standard,HVAC,441.25
1783018301,218.92,12.94,2043.75,1375.44,0.88,35.2,74.4,159,Industrial,72,24/7,Off-Peak,Lighting,963.0
1783023461,220.41,3.62,651.7,439.25,0.83,32.7,68.8,83,Industrial,3,Daytime,Peak,Machinery,792.5
1783028621,230.41,11.93,2245.77,1515.89,0.93,31.4,58.0,71,Residential,77,Daytime,Peak,Lighting,1293.5
1783033781,233.68,14.76,3075.26,2078.88,0.95,30.2,74.0,153,Residential,58,24/7,Off-Peak,Lighting,675.15
1783038941,230.71,9.51,1883.2,1274.93,0.94,33.7,59.7,137,Industrial,38,24/7,Off-Peak,Machinery,1077.6
1783044101,221.34,14.47,2335.58,1583.52,0.94,27.8,64.1,28,Commercial,74,Daytime,Off-Peak,Machinery,512.25
1783049261,239.01,12.67,2481.19,1684.73,0.81,34.0,65.5,104,Commercial,30,Daytime,Off-Peak,Lighting,452.5
1783054421,218.83,4.64,848.46,576.95,0.82,25.6,61.9,124,Commercial,98,Nighttime,Standard,Machinery,532.25
1783059581,228.94,9.08,1616.57,1100.88,0.8,26.4,75.6,555,Commercial,62,24/7,Peak,HVAC,457.5
1783064741,214.79,3.3,701.02,478.1,0.9,24.5,69.6,776,Industrial,44,24/7,Off-Peak,Lighting,914.5
1783069901,227.96,12.47,1996.92,1363.9,0.84,28.0,55.4,117,Industrial,59,Nighttime,Off-Peak,Lighting,974.0
1783075061,230.19,13.48,2498.55,1709.01,0.91,34.1,74.5,901,Residential,14,Daytime,Peak,HVAC,1143.3500000000001
1783080221,224.1,18.14,3156.36,2162.11,0.99,25.4,84.6,982,Commercial,16,24/7,Peak,Lighting,1267.5
1783085381,235.01,16.19,2967.1,2035.43,0.98,32.0,82.0,821,Commercial,78,24/7,Off-Peak,Lighting,1563.75
1783090541,219.91,12.62,2498.84,1716.7,0.94,30.3,88.7,626,Residential,86,Nighttime,Standard,Lighting,880.2
1783095701,229.37,11.0,2399.46,1650.83,0.82,34.8,87.7,430,Commercial,3,Nighttime,Peak,HVAC,1253.25
1783100861,216.49,2.51,450.18,310.17,0.97,29.1,76.6,575,Residential,82,Daytime,Standard,Lighting,1314.3
1783106021,216.72,5.54,1087.17,750.15,0.86,31.5,83.5,190,Industrial,15,Daytime,Peak,HVAC,824.5
1783111181,237.38,6.62,1113.07,769.13,0.86,24.7,82.7,179,Residential,25,Daytime,Standard,Computers,1108.9
1783116341,219.35,15.6,2724.09,1885.07,0.88,32.4,79.6,56,Industrial,89,Nighttime,Peak,HVAC,989.5
1783121501,213.87,11.06,1853.63,1284.57,0.94,32.5,62.4,172,Residential,97,Nighttime,Standard,Lighting,877.8
1783126661,218.08,10.38,2226.15,1544.95,0.95,25.5,77.8,159,Commercial,31,Nighttime,Peak,Computers,271.65
1783131821,223.47,12.29,2506.5,1742.02,0.98,33.0,54.7,144,Commercial,2,Nighttime,Standard,Machinery,261.3
1783136981,220.61,13.33,2622.97,1825.59,0.86,34.0,71.5,88,Commercial,50,Daytime,Standard,Computers,287.55
1783142141,212.53,7.02,1165.32,812.23,0.81,28.8,88.0,667,Commercial,11,24/7,Standard,HVAC,256.5
1783147301,239.23,15.76,3699.02,2581.92,0.9,23.8,82.8,495,Residential,61,Daytime,Peak,Lighting,1585.74
1783152461,235.24,17.06,3619.86,2530.28,0.86,31.8,59.0,808,Residential,70,Daytime,Off-Peak,HVAC,1478.88
1783157621,233.88,17.52,3986.46,2790.52,0.95,32.7,89.4,980,Residential,45,24/7,Off-Peak,HVAC,1393.8600000000001
1783162781,231.75,7.44,1271.39,891.24,0.9,28.2,88.4,645,Industrial,56,24/7,Standard,Computers,903.6
1783167941,218.68,3.56,560.99,393.81,0.81,28.4,76.5,878,Industrial,47,24/7,Standard,Lighting,979.0200000000001
1783173101,229.32,12.72,2886.42,2029.15,0.86,34.5,83.4,887,Industrial,90,24/7,Off-Peak,HVAC,1164.24
1783178261,221.46,17.43,2797.75,1969.62,0.94,32.6,71.8,779,Commercial,59,Nighttime,Standard,Lighting,912.1499999999999
1783183421,226.86,12.76,2848.65,2008.3,0.88,29.9,76.9,191,Industrial,26,Nighttime,Peak,Machinery,935.2800000000001
1783188581,229.6,18.42,3922.13,2769.02,0.96,26.2,73.0,6,Commercial,76,24/7,Peak,HVAC,302.84999999999997
1783193741,236.9,5.47,1184.06,837.13,0.93,25.4,68.0,142,Commercial,20,24/7,Standard,Lighting,256.5
1783198901,237.58,18.31,4064.19,2877.45,0.97,32.8,80.7,170,Residential,98,Nighttime,Peak,Machinery,1563.9
1783204061,238.38,15.58,2642.03,1873.2,0.93,28.6,82.5,65,Residential,56,Daytime,Peak,Machinery,1499.16
1783209221,239.17,2.59,600.83,426.59,0.84,27.7,79.6,65,Residential,96,24/7,Peak,Lighting,874.86
1783214381,229.52,16.83,3611.16,2567.53,0.94,28.0,67.1,5,Residential,72,24/7,Peak,Machinery,872.76
1783219541,211.43,5.92,1219.06,867.97,0.94,31.8,70.8,159,Residential,18,Nighttime,Off-Peak,Lighting,771.54
1783224701,218.61,15.78,3256.62,2321.97,0.93,29.3,56.2,27,Commercial,73,Nighttime,Standard,Computers,294.3
1783229861,220.99,15.61,2866.01,2046.33,0.97,30.0,74.2,741,Residential,93,Daytime,Peak,HVAC,1687.14
1783235021,217.01,4.72,962.56,688.23,0.91,30.9,70.4,935,Commercial,22,Daytime,Off-Peak,Machinery,262.8
1783240181,221.19,2.9,504.99,361.57,0.93,24.3,59.9,707,Commercial,73,24/7,Off-Peak,Lighting,306.75
1783245341,234.59,19.74,3550.45,2545.67,0.85,33.9,71.5,191,Commercial,31,Daytime,Standard,HVAC,276.3
1783250501,229.04,14.36,2669.53,1916.72,0.84,27.3,51.9,426,Residential,25,Daytime,Standard,Machinery,955.2600000000001
1783255661,237.38,10.03,1824.88,1312.09,0.96,29.4,69.1,751,Commercial,87,24/7,Peak,Computers,923.3999999999999
1783260821,223.74,16.97,3020.88,2175.03,0.85,26.0,53.4,290,Industrial,89,Daytime,Standard,Machinery,1088.1000000000001
1783265981,230.78,4.19,948.42,683.81,0.85,30.2,56.4,261,Residential,37,24/7,Off-Peak,Machinery,1013.0400000000001
1783271141,215.18,4.54,719.13,519.21,0.98,27.9,86.6,703,Commercial,65,Daytime,Standard,Computers,299.25
1783276301,220.08,3.52,606.82,438.73,0.84,31.4,74.0,163,Industrial,32,Nighttime,Peak,HVAC,816.3000000000001
1783281461,238.05,9.2,2029.78,1469.56,0.88,33.0,59.8,17,Industrial,29,24/7,Off-Peak,Computers,807.75
1783286621,225.36,11.71,2288.29,1659.01,0.84,25.5,66.8,36,Commercial,62,Nighttime,Standard,Computers,283.5
1783291781,213.68,5.78,1149.71,834.69,0.99,33.6,79.1,135,Industrial,99,Nighttime,Peak,HVAC,969.75
1783296941,223.44,13.8,2648.64,1925.56,0.98,25.8,76.6,180,Commercial,51,Daytime,Standard,Lighting,473.0
1783302101,216.79,17.03,3246.1,2363.16,0.86,28.3,69.9,60,Residential,95,24/7,Peak,Machinery,722.05
1783307261,236.98,16.66,3410.07,2485.94,0.89,33.3,73.6,191,Industrial,98,Nighttime,Peak,Computers,1216.8
1783312421,228.44,4.39,771.74,563.37,0.89,30.1,87.0,58,Commercial,42,Nighttime,Off-Peak,Computers,494.75
1783317581,224.55,15.56,3434.16,2510.37,0.93,31.2,69.5,420,Commercial,4,24/7,Peak,Machinery,423.5
1783322741,232.21,17.24,3686.85,2698.77,0.97,24.6,58.0,492,Residential,95,Nighttime,Peak,Lighting,1324.05
1783327901,213.8,2.38,459.81,337.04,0.85,24.3,89.9,375,Industrial,57,Nighttime,Standard,HVAC,954.0
1783333061,224.41,6.3,1006.78,738.98,0.91,32.3,52.4,120,Industrial,54,24/7,Peak,Computers,998.5
1783338221,237.35,18.13,3960.36,2910.86,0.93,26.8,59.6,720,Industrial,1,Nighttime,Standard,Lighting,1023.5999999999999
1783343381,218.92,19.64,4203.97,3094.12,0.89,33.0,57.8,704,Commercial,37,Daytime,Peak,HVAC,1457.25
1783348541,224.96,7.32,1340.28,987.79,0.88,31.7,69.4,663,Residential,9,Nighttime,Standard,Lighting,831.6
1783353701,236.63,5.58,1234.95,911.39,0.81,26.8,52.0,103,Residential,82,Daytime,Peak,Computers,885.15
1783358861,210.96,3.04,630.63,466.04,0.81,31.4,60.4,625,Industrial,53,Nighttime,Standard,HVAC,928.0
1783364021,214.79,11.69,2421.79,1792.12,0.92,30.1,66.3,53,Industrial,63,Nighttime,Peak,Machinery,966.5
1783369181,231.1,3.91,669.28,495.94,0.97,30.4,64.5,49,Commercial,54,24/7,Peak,Machinery,466.0
1783374341,232.46,9.38,1961.63,1455.53,0.85,29.8,61.3,137,Commercial,54,Nighttime,Peak,Machinery,489.75
1783379501,233.24,16.71,3186.77,2367.77,0.88,32.5,81.4,74,Residential,34,24/7,Peak,HVAC,623.0
1783384661,227.12,19.4,3514.67,2614.91,0.85,31.9,54.7,130,Residential,40,Nighttime,Off-Peak,Computers,638.05
1783389821,225.88,4.85,811.12,604.28,0.84,24.3,78.6,79,Residential,53,24/7,Peak,HVAC,702.0999999999999
1783394981,235.18,14.65,3357.16,2504.44,0.81,33.7,79.5,140,Residential,61,Daytime,Off-Peak,HVAC,714.3499999999999
1783400141,231.42,10.18,1829.91,1366.94,0.95,31.9,52.3,68,Residential,96,24/7,Standard,Computers,780.5
1783405301,226.88,19.44,3874.3,2897.98,0.9,26.7,79.1,997,Commercial,96,24/7,Standard,HVAC,510.25
1783410461,235.67,11.41,2170.07,1625.38,0.89,31.0,69.5,571,Commercial,41,24/7,Off-Peak,Computers,474.0
1783415621,224.2,13.52,2867.97,2150.98,0.92,28.8,67.4,845,Residential,3,Nighttime,Peak,HVAC,1112.15
1783420781,237.73,12.8,2524.48,1895.88,0.99,26.8,52.0,214,Commercial,90,24/7,Peak,Machinery,527.5
1783425941,239.54,12.51,2890.75,2173.84,0.84,35.4,80.0,611,Commercial,67,24/7,Standard,Machinery,1500.75
1783431101,214.0,18.99,3571.23,2689.14,0.92,32.0,83.4,885,Residential,88,24/7,Standard,Machinery,920.7
1783436261,215.19,5.1,881.48,664.64,0.96,33.1,66.4,329,Industrial,2,24/7,Peak,Lighting,999.0
1783441421,218.57,10.86,2072.64,1564.84,0.94,31.5,57.1,985,Residential,29,24/7,Off-Peak,Lighting,798.3000000000001
1783446581,232.65,18.67,3311.59,2503.56,0.94,30.5,66.0,638,Industrial,21,Nighttime,Off-Peak,Machinery,946.5
1783451741,238.21,15.13,2636.1,1995.53,0.94,34.4,61.6,140,Residential,73,Daytime,Off-Peak,HVAC,1384.5
1783456901,237.55,12.61,2952.56,2238.04,0.83,29.5,53.7,143,Commercial,96,24/7,Standard,Computers,539.75
1783462061,233.36,14.59,2686.91,2039.36,0.96,34.0,55.7,160,Residential,23,Daytime,Standard,Computers,1149.2
1783467221,211.45,14.16,2342.9,1780.6,0.93,33.1,63.1,83,Industrial,30,Daytime,Standard,Machinery,1077.0
1783472381,225.54,3.83,775.68,590.29,0.88,27.5,74.5,46,Commercial,99,Daytime,Peak,HVAC,520.0
1783477541,237.79,7.69,1711.97,1304.52,0.87,32.6,71.6,113,Industrial,15,Nighttime,Standard,Lighting,1053.0
1783482701,225.92,15.4,2533.09,1932.75,0.87,28.9,86.2,53,Commercial,16,Daytime,Standard,Machinery,448.5
1783487861,232.76,10.15,1748.2,1335.62,0.9,28.5,70.2,772,Industrial,92,Daytime,Peak,Computers,1030.5
1783493021,222.89,9.07,1649.23,1261.66,0.89,25.5,69.4,216,Commercial,23,Daytime,Standard,Lighting,484.0
1783498181,217.34,13.2,2174.85,1665.94,0.82,32.0,84.5,879,Industrial,25,Nighttime,Standard,Lighting,938.5
1783503341,224.99,4.6,844.61,647.82,0.91,24.3,66.2,268,Residential,12,24/7,Off-Peak,HVAC,1157.0
1783508501,232.18,13.58,2838.01,2179.59,0.82,25.5,75.5,738,Commercial,48,24/7,Peak,Lighting,1445.25
1783513661,220.85,7.8,1352.69,1040.22,0.88,26.5,51.0,106,Industrial,56,24/7,Off-Peak,HVAC,1168.8
1783518821,226.95,12.09,2275.26,1751.95,0.93,33.1,56.6,358,Residential,76,24/7,Peak,HVAC,965.25
1783523981,210.08,16.43,2931.18,2259.94,0.84,31.5,66.4,138,Commercial,58,Daytime,Peak,Lighting,1521.0
1783529141,221.9,15.17,3146.25,2428.91,0.96,29.2,57.2,852,Residential,5,Daytime,Off-Peak,Computers,808.65
1783534301,210.45,17.89,3273.86,2530.69,0.89,28.3,66.4,156,Commercial,95,Nighttime,Off-Peak,Lighting,521.0
1783539461,228.24,16.13,2587.35,2002.61,0.93,30.7,51.4,23,Residential,9,24/7,Standard,Computers,1164.15
1783544621,235.74,16.49,3231.87,2504.7,0.89,31.5,70.0,126,Commercial,98,Daytime,Off-Peak,Computers,556.5
1783549781,233.87,18.92,4110.55,3189.79,0.97,28.8,55.7,187,Industrial,40,Daytime,Off-Peak,Computers,985.5
1783554941,233.89,16.02,3609.95,2804.93,0.83,32.5,83.4,126,Commercial,33,Nighttime,Standard,Machinery,461.5
1783560101,230.49,2.55,554.37,431.3,0.85,34.1,71.8,7,Residential,22,24/7,Standard,Lighting,622.65
1783565261,210.21,12.73,2314.57,1803.05,0.97,31.2,69.9,197,Commercial,3,Daytime,Standard,Computers,443.0
1783570421,216.17,18.11,3658.82,2853.88,0.89,33.8,52.1,9,Commercial,31,Daytime,Standard,Computers,464.25
1783575581,211.71,19.17,3649.34,2850.13,0.94,25.3,74.9,807,Commercial,51,Nighttime,Off-Peak,Computers,492.5
1783580741,238.06,2.96,517.09,404.36,0.89,32.4,76.6,412,Commercial,87,Daytime,Standard,HVAC,524.25
1783585901,232.6,2.19,503.86,394.52,0.86,23.8,53.5,987,Industrial,60,Daytime,Off-Peak,Computers,1018.0
1783591061,225.7,8.17,1678.41,1315.87,0.85,29.5,81.5,688,Commercial,96,24/7,Standard,Machinery,517.25
1783596221,231.83,17.05,2994.23,2350.47,0.88,28.0,74.0,520,Industrial,56,24/7,Off-Peak,Lighting,1203.6
1783601381,238.55,16.44,2785.02,2189.03,0.95,30.1,62.2,831,Residential,1,Nighttime,Standard,Machinery,771.75
1783606541,214.24,12.99,2284.33,1797.77,0.9,30.5,73.8,511,Residential,63,Nighttime,Off-Peak,Machinery,911.7
1783611701,228.55,9.26,1936.76,1526.17,0.91,24.8,55.2,293,Industrial,65,24/7,Off-Peak,Computers,1223.3999999999999
1783616861,214.9,6.02,1126.22,888.59,0.96,29.6,80.1,734,Commercial,35,Daytime,Peak,Machinery,500.5
1783622021,239.95,3.55,834.58,659.32,0.88,25.2,51.7,175,Residential,25,24/7,Peak,Computers,1260.3500000000001
1783627181,221.15,5.82,1168.44,924.24,0.87,29.7,63.4,60,Residential,5,Nighttime,Standard,Lighting,1175.2
1783632341,216.32,6.7,1275.91,1010.52,0.81,27.5,53.2,108,Industrial,25,Daytime,Off-Peak,HVAC,910.5
1783637501,214.72,10.55,2049.38,1625.16,0.94,32.2,89.4,191,Commercial,23,24/7,Standard,HVAC,484.0
1783642661,234.43,8.15,1473.62,1170.05,0.87,27.5,72.9,132,Residential,20,Daytime,Standard,Machinery,657.65
1783647821,210.53,5.87,1106.48,879.65,0.93,25.7,81.1,84,Residential,6,Daytime,Peak,Computers,643.3
1783652981,214.98,3.67,580.64,462.19,0.9,34.0,74.4,40,Industrial,3,Daytime,Off-Peak,Lighting,1128.6
1783658141,221.6,14.43,3059.13,2438.13,0.99,28.8,87.5,30,Industrial,51,Nighttime,Off-Peak,Computers,1244.3999999999999
1783663301,228.16,11.59,2576.72,2056.22,0.86,31.8,75.0,845,Residential,21,24/7,Peak,Computers,1201.8500000000001
1783668461,238.98,18.54,3329.46,2660.24,0.85,26.4,54.2,340,Commercial,30,Daytime,Peak,Computers,504.5
1783673621,229.54,8.77,1783.46,1426.77,0.98,24.8,89.3,237,Residential,96,24/7,Standard,Machinery,1416.3500000000001
1783678781,218.61,4.4,837.64,670.95,0.95,29.9,67.1,691,Residential,95,Daytime,Peak,Computers,1389.7
1783683941,227.99,13.24,2512.41,2014.95,0.98,24.1,52.0,925,Commercial,74,Daytime,Off-Peak,Computers,1517.25
1783689101,232.98,9.23,1846.99,1483.13,0.83,33.9,72.2,230,Industrial,33,Nighttime,Peak,HVAC,1178.3999999999999
1783694261,234.47,19.44,3865.07,3107.52,0.81,27.5,76.2,799,Residential,81,Nighttime,Standard,Lighting,915.75
1783699421,217.01,3.76,799.02,643.21,0.84,24.8,85.2,662,Industrial,45,24/7,Off-Peak,Lighting,1156.8
1783704581,214.0,19.73,3516.36,2834.19,0.83,30.8,79.8,699,Commercial,93,Nighttime,Off-Peak,Machinery,521.75
1783709741,235.28,4.5,1045.12,843.41,0.86,27.9,85.1,196,Residential,63,Daytime,Standard,HVAC,1303.9
1783714901,219.63,13.37,2186.26,1766.5,0.91,25.4,63.3,192,Industrial,32,24/7,Standard,Lighting,918.5
1783720061,228.8,17.15,3499.8,2831.34,0.82,35.5,66.0,124,Industrial,66,24/7,Off-Peak,Lighting,1077.0
1783725221,231.35,7.03,1248.34,1011.16,0.98,31.8,71.5,73,Residential,43,Daytime,Off-Peak,HVAC,858.9
1783730381,214.47,15.71,2500.2,2027.66,0.83,28.0,62.1,86,Industrial,56,Nighttime,Off-Peak,Computers,1049.76
1783735541,236.91,8.1,1833.92,1489.14,0.88,34.0,73.1,47,Commercial,47,Nighttime,Peak,Computers,285.15
1783740701,232.1,6.81,1415.41,1150.73,0.96,25.6,72.9,35,Residential,55,Daytime,Peak,Machinery,819.8399999999999
1783745861,230.94,2.79,597.28,486.19,0.89,24.1,56.1,63,Commercial,50,Nighttime,Peak,Computers,294.75
1783751021,210.3,13.73,2171.08,1769.43,0.94,23.9,61.7,829,Commercial,29,24/7,Standard,Machinery,284.7
1783756181,227.41,16.48,2704.66,2207.0,0.83,24.8,68.3,226,Commercial,38,Nighttime,Standard,Lighting,286.34999999999997
1783761341,237.27,11.8,2201.88,1798.94,0.86,24.8,88.0,116,Residential,69,Nighttime,Peak,Lighting,1569.3600000000001
1783766501,221.24,18.12,3198.37,2616.27,0.8,32.2,64.0,320,Industrial,61,Nighttime,Standard,Machinery,888.75
1783771661,227.33,13.57,3000.62,2457.51,0.81,26.9,81.2,701,Residential,61,Daytime,Standard,HVAC,1082.16
1783776821,238.59,4.53,899.88,737.9,0.89,27.7,54.4,449,Residential,82,Daytime,Peak,Computers,1123.74
1783781981,220.3,3.6,713.22,585.55,0.84,24.5,70.2,795,Industrial,64,24/7,Peak,Computers,1084.3200000000002
1783787141,213.5,17.38,2982.84,2451.89,0.89,30.6,72.0,483,Commercial,37,Daytime,Off-Peak,Lighting,901.3499999999999
1783792301,229.47,16.56,3032.64,2495.86,0.96,34.8,82.3,373,Industrial,100,Daytime,Standard,HVAC,954.9
1783797461,215.24,10.61,1976.4,1628.55,0.89,26.4,73.3,193,Commercial,34,Nighttime,Peak,Machinery,294.75
1783802621,236.71,7.38,1313.11,1083.32,0.84,29.1,60.5,158,Commercial,9,Nighttime,Off-Peak,Machinery,293.7
1783807781,224.49,10.08,1877.25,1550.61,0.93,32.8,67.8,122,Residential,50,Daytime,Peak,HVAC,1657.5
1783812941,216.78,7.17,1392.04,1151.22,0.85,34.3,73.6,128,Residential,85,24/7,Standard,Machinery,892.92
1783818101,230.21,8.58,1884.21,1560.13,0.95,30.0,54.5,2,Residential,86,24/7,Off-Peak,Machinery,905.9399999999999
1783823261,219.87,3.79,658.81,546.15,0.88,30.1,88.2,5,Commercial,40,Daytime,Off-Peak,HVAC,289.5
1783828421,212.02,5.25,1020.85,847.31,0.88,23.8,66.2,123,Residential,94,Nighttime,Peak,Machinery,932.8199999999999
1783833581,223.38,18.31,3517.23,2922.82,0.81,28.3,54.3,727,Industrial,68,Daytime,Standard,HVAC,924.3000000000001
1783838741,219.08,18.09,2881.56,2397.46,0.98,23.9,73.3,577,Residential,32,24/7,Standard,Computers,1510.8600000000001
1783843901,223.1,5.43,917.45,764.24,0.83,26.0,78.1,166,Commercial,2,24/7,Standard,Computers,274.5
1783849061,233.41,5.3,1055.86,880.59,0.85,24.4,50.3,434,Residential,33,Daytime,Standard,Computers,1559.22
1783854221,211.58,11.97,2181.02,1821.15,0.96,27.8,66.5,455,Industrial,92,Daytime,Off-Peak,Computers,1170.72
1783859381,236.96,10.83,2497.14,2087.61,0.92,29.8,87.8,124,Residential,45,Daytime,Standard,Lighting,1099.98
1783864541,235.59,4.17,849.0,710.61,0.92,32.5,54.8,363,Commercial,18,Daytime,Peak,Lighting,893.6999999999999
1783869701,230.25,17.66,2858.64,2395.54,0.98,31.0,89.7,937,Residential,62,24/7,Off-Peak,Machinery,1080.54
1783874861,229.05,2.7,590.15,495.14,0.86,25.5,74.9,137,Residential,17,Nighttime,Off-Peak,Computers,975.24
1783880021,216.18,13.45,2594.7,2179.55,0.8,28.5,52.6,61,Residential,17,24/7,Peak,Computers,1518.66
1783885181,211.0,5.02,946.75,796.22,0.88,35.1,67.5,96,Residential,94,24/7,Off-Peak,Computers,1661.4
1783890341,225.92,8.73,1943.87,1636.74,0.8,29.1,60.5,85,Residential,41,Daytime,Peak,Machinery,1637.22
1783895501,212.42,7.44,1530.08,1289.86,0.93,27.2,72.4,31,Residential,14,24/7,Off-Peak,HVAC,1483.56
1783900661,228.56,5.81,1226.72,1035.35,0.9,32.1,72.5,187,Commercial,48,Daytime,Off-Peak,HVAC,497.75
1783905821,212.54,8.83,1770.97,1496.47,0.87,25.4,84.0,50,Residential,26,24/7,Standard,Machinery,670.5999999999999
1783910981,218.76,17.47,3166.89,2679.19,0.81,28.0,65.4,178,Industrial,89,24/7,Standard,Machinery,1354.2
1783916141,230.09,3.18,614.0,520.06,0.95,30.4,59.8,146,Commercial,66,Nighttime,Peak,Lighting,507.0
1783921301,211.82,14.22,2880.97,2443.06,0.98,29.3,79.0,403,Residential,65,Nighttime,Peak,Computers,1429.3500000000001
1783926461,235.67,9.9,1810.46,1537.08,0.82,30.6,71.9,261,Residential,90,24/7,Standard,HVAC,1411.8
1783931621,239.39,2.75,633.52,538.49,0.87,27.1,61.6,646,Residential,91,Daytime,Standard,Lighting,1409.8500000000001
1783936781,236.79,2.99,524.41,446.27,0.86,24.2,57.8,626,Residential,93,24/7,Peak,Lighting,1458.6000000000001
1783941941,210.94,19.23,3932.55,3350.53,0.83,30.5,84.1,944,Industrial,43,Nighttime,Off-Peak,HVAC,1157.3999999999999
1783947101,238.38,15.93,2773.66,2365.93,0.82,29.9,67.0,851,Commercial,87,Daytime,Peak,HVAC,1605.0
1783952261,215.55,11.72,2028.18,1732.07,0.98,31.2,59.5,998,Industrial,21,Daytime,Off-Peak,Machinery,1198.2
1783957421,221.53,11.27,2327.9,1990.35,0.97,27.8,81.9,402,Industrial,83,24/7,Off-Peak,Computers,1286.3999999999999
1783962581,228.63,7.76,1617.9,1384.92,0.96,29.1,74.9,103,Residential,65,Nighttime,Standard,Computers,1317.55
1783967741,225.14,19.46,3282.56,2813.15,0.93,26.8,88.9,99,Commercial,96,Nighttime,Standard,HVAC,539.0
1783972901,234.0,6.73,1392.17,1194.48,0.97,28.1,86.0,20,Residential,57,24/7,Standard,Computers,1403.3500000000001
1783978061,217.16,13.94,2239.26,1923.52,0.99,27.7,69.5,142,Residential,66,Daytime,Peak,Lighting,1326.0
1783983221,221.44,17.5,3219.19,2768.5,0.88,26.5,67.8,171,Industrial,76,Daytime,Standard,HVAC,1046.5
1783988381,231.58,15.55,2693.43,2319.04,0.85,31.8,74.4,3,Commercial,70,Nighttime,Standard,Computers,555.0
1783993541,225.25,18.38,4039.98,3482.46,0.93,27.2,84.5,31,Residential,30,Nighttime,Standard,Lighting,666.05
1783998701,226.03,10.96,2136.2,1843.54,0.86,33.3,74.9,95,Residential,44,24/7,Off-Peak,Computers,714.0
1784003861,212.83,8.45,1419.66,1226.59,0.83,30.2,86.8,121,Industrial,42,Nighttime,Peak,HVAC,1240.2
1784009021,210.7,8.86,1847.79,1598.34,0.96,25.6,75.7,644,Commercial,42,Daytime,Peak,Lighting,529.5
1784014181,211.87,14.41,2223.02,1925.14,0.85,33.5,88.6,581,Industrial,59,Daytime,Peak,Machinery,1072.5
1784019341,231.02,6.63,1268.13,1099.47,0.82,28.2,61.4,607,Commercial,38,Daytime,Off-Peak,Lighting,486.5
1784024501,232.98,7.16,1584.08,1374.98,0.95,26.3,73.9,895,Residential,60,Nighttime,Peak,Computers,1304.55
1784029661,221.86,19.39,3929.88,3415.07,0.84,28.0,50.9,858,Commercial,93,24/7,Off-Peak,HVAC,1732.5
1784034821,219.17,7.04,1460.42,1270.57,0.81,33.0,55.3,454,Commercial,95,Daytime,Off-Peak,HVAC,1644.75
1784039981,211.6,11.27,2124.98,1850.86,0.87,25.4,51.5,105,Residential,11,Nighttime,Peak,Computers,841.5
1784045141,212.75,15.02,2999.77,2615.8,0.92,34.6,87.2,416,Residential,88,Daytime,Off-Peak,Machinery,995.85
1784050301,238.23,3.04,611.44,533.79,0.96,26.7,81.8,111,Commercial,17,24/7,Off-Peak,Computers,482.0
1784055461,210.86,8.25,1413.11,1235.06,0.88,27.4,82.6,180,Commercial,56,Nighttime,Off-Peak,Machinery,541.25
1784060621,231.34,11.99,1971.54,1725.1,0.88,29.4,80.9,16,Industrial,75,Nighttime,Peak,Computers,1090.0
1784065781,216.81,5.58,1007.76,882.8,0.89,26.8,73.3,174,Commercial,88,24/7,Standard,HVAC,560.75
1784070941,216.49,17.22,3233.94,2836.17,0.9,30.9,86.0,34,Residential,27,24/7,Peak,HVAC,705.5999999999999
1784076101,224.04,11.38,2083.84,1829.61,0.92,24.5,76.7,11,Residential,94,Nighttime,Standard,HVAC,798.3499999999999
1784081261,236.58,6.95,1358.8,1194.39,0.99,25.0,65.5,125,Residential,69,24/7,Standard,Lighting,786.8
1784086421,231.46,9.64,1876.98,1651.74,0.85,31.7,87.9,109,Commercial,26,Nighttime,Off-Peak,Lighting,499.25
1784091581,218.87,17.36,3528.6,3108.7,0.87,32.3,52.3,174,Industrial,56,Nighttime,Peak,HVAC,1308.0
1784096741,225.63,11.26,2223.58,1961.2,0.86,27.2,74.1,150,Commercial,51,24/7,Standard,Computers,537.75
1784101901,239.65,17.84,3915.55,3457.43,0.92,30.9,64.1,470,Residential,94,24/7,Standard,Machinery,1459.9
1784107061,217.26,3.99,691.29,611.1,0.91,32.0,58.3,285,Industrial,2,24/7,Off-Peak,Machinery,937.5
1784112221,226.49,9.3,1856.77,1643.24,0.97,24.0,73.1,889,Residential,50,Daytime,Off-Peak,Computers,1411.8
1784117381,222.25,17.27,2688.73,2382.21,0.84,29.8,70.6,355,Industrial,52,Nighttime,Standard,HVAC,1235.3999999999999
1784122541,235.11,2.26,431.16,382.44,0.85,34.6,65.3,612,Residential,73,Daytime,Standard,Machinery,954.0
1784127701,210.38,12.65,2115.56,1878.62,0.88,28.8,70.1,467,Residential,93,Nighttime,Standard,HVAC,1021.95
